题目ID,原GPT裁定档,修订后主标签,可接受等级,复核状态,修订后置信度,教师标准档,初次盲评档,复核依据,复核证据来源,题干,选项,官方解析,题目图片URL,解析图片URL,结构_步骤,结构_题型,结构_状态,结构_约束,结构_实验,结构_图表,结构_推理
2624098556795183104,中等题,中等题,中等题,保留原GPT裁定,高,中等题,中等题,题干、解析与结构证据支持中等题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=多层因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,青蒿素的发现者屠呦呦是首位获自然科学类诺贝尔奖的中国人。青蒿素受热容易失去活性，提取时不能将青蒿放在水中煮，而要放在液态乙醚中煮。下列说法正确的是（ ） 物质 凝固点/℃ 沸点/℃ 密度（kg•m-3） 水 0 100 1.0×103 乙醚 -116.2 34.6 0.714×103 酒精 -117.3 78 0.8×103,A. 乙醚沸腾时吸热，温度逐渐升高 B. 如图是酒精和乙醚的m-V图象，则a图线表示是酒精 C. 1L酒精的质量为0.8kg D. 最多能装1kg酒精的瓶子，最多能装1.25kg的水,"解：A、液体沸腾时吸收热量，温度不变，所以乙醚沸腾时吸热但温度不变，故A错误； B、由表格数据知酒精的密度大于乙醚的，则在体积相同时，酒精的质量大于乙醚的质量，则a图线表示是酒精，故B正确； C、1L酒精的质量为m酒精=ρ酒精V酒精=0.8×103kg/m3×10-3m3=0.8kg,故C正确； D、最多能装1kg酒精的瓶子的容积V瓶=$\frac{{m'}_{酒精}}{{ρ}_{酒精}}=\frac{1kg}{0.8×1{0}^{3}kg/{m}^{3}}$=1.25×10-3m3，该瓶子最多能够装水的质量为m水=ρ水V瓶=1.0×103kg/m3×1.25×10-3m3=1.25kg,故D正确。 故选：BCD。",https://k12static.xdf.cn/k12/image/externalized/3a8d120d-ddc2-4601-9abc-a6610b9c0806.png,https://k12static.xdf.cn/k12/image/externalized/a73d1ecb-cd24-4920-a6bd-621db74dd994.png,1-2步,概念判断,单状态,无约束,无,多组比较归纳,多层因果推理
2624100020221403136,拔高题,拔高题,拔高题,保留原GPT裁定,高,拔高题,拔高题,题干、解析与结构证据支持拔高题：step=3-5步，题型=实验探究，状态=单状态，约束=多约束，推理=逆向推理或临界分析。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,小明用如图所示电路“探究电流与电阻的关系”，其中电源电压4.5V、滑动变阻器的最大阻值为20Ω、五个定值电阻的阻值分别为5Ω、10Ω、15Ω、20Ω、25Ω。小明计划依次将五个电阻接入电路中，通过调节滑动变阻器的滑片，保持电压表的示数2.0V不变，但是实际操作时，当将20Ω和25Ω的定值电阻接入电路后，无论向哪个方向移动滑动变阻器的滑片，都无法使电压表的示数达到2.0V。为了完成上述五次实验，如下四个调整方案，其中可行的是（ ）,A. 保持电压表示数2.0V不变，改变电源电压为3.0V，其余操作不变 B. 电源电压不变，让电压表的示数保持1.5V，其余操作不变 C. 电源电压不变，更换最大阻值为50Ω的滑动变阻器，其余操作不变 D. 电源电压不变，在电路中再串联一个20Ω的电阻，其余操作不变,解：A、当定值电阻最大值为25Ω时，滑动变阻器的最大值为20Ω，若控制的定值电阻两端的电压不变，为2V，根据串联电路分压原理可知，滑动变阻器分担的电压为1.6V，则电源电压最大值为2V+1.6V=3.6V； 当滑动变阻器的阻值为零时，电压表的示数为2V，此时只有一个用电器，电压表也测量电源电压，故电源电压最小值为2V，因此电源电压需要控制在2～3.6V，故A正确； B、研究电流与电阻的关系，要控制电压表示数不变，滑动变阻器与定值电阻串联，设电压表示数为UV'，根据串联电路电压的规律，滑动变阻器分得的电压： U滑=U总-UV=4.5V-UV'， 根据分压原理有： $\frac{{U}_{滑}}{{U}_{V}'}$=$\frac{{R}_{滑}}{{R}_{定}}$， 即$\frac{4.5V-{U}_{V}'}{{U}_{V}'}$=$\frac{{R}_{滑}}{{R}_{定}}$------①， 因电压表示数UV'为定值，由①式知，方程左边为一定值，故右边也为一定值，故当定值电阻取最大时，滑动变阻器连入电路中的电阻最大，由①式得： $\frac{4.5V-{U}_{V}'}{{U}_{V}'}$=$\frac{20Ω}{25Ω}$， 解得电压表的示数：UV'=2.5V，即为完成实验，电压表的最小电压为2.5V＞1.5V，故B错误； CD、实验中使用的定值电阻阻值最大为25Ω，定值电阻两端的电压始终保持UV=2V，根据串联电路电压的规律，滑动变阻器分得的电压：U滑=U-UV=4.5V-2V=2.5V，滑动变阻器分得的电压为电压表示数的$\frac{2.5V}{2V}$=1.25倍，根据分压原理，当接入25Ω电阻时，滑动变阻器连入电路中的电阻为：R滑=1.25×25Ω=31.25Ω，即所选择的滑动变阻器的最大阻值不能小于31.25Ω，因此更换最大阻值为50Ω的滑动变阻器可以完成上述五次实验，故C正确； 电源电压不变，在电路中多串联一个20Ω的电阻，其余操作不变，此时20Ω电阻与滑动变阻器最大阻值之和为20Ω+20Ω=40Ω＞31.25Ω，故D正确。 故选：ACD。,https://k12static.xdf.cn/k12/image/externalized/f6e96a37-c15f-4de3-a5f2-9d23028b5e80.png,https://k12static.xdf.cn/k12/image/externalized/f24a3bd4-3ef3-4628-8dff-ce79e5dcea9c.png,3-5步,实验探究,单状态,多约束,方案设计或误差评价,无,逆向推理或临界分析
2624100372425498624,基础题,基础题,基础题,保留原GPT裁定,高,基础题,基础题,题干、解析与结构证据支持基础题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=简单因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,如图所示，将铁锁用绳子悬挂起来，拉到自己的鼻子附近，松手后铁锁来回摆动。在摆动过程中，下列说法正确的是（ ）,A. 绳子对铁锁的拉力一直不做功 B. 铁锁在来回摆动过程中，其运动状态一直在发生变化 C. 铁锁从最高处向下摆动时，重力势能增大，动能减小 D. 铁锁上升的最大高度逐渐降低，说明机械能不守恒,解：A．做功的两个必要因素：作用在物体上的力，物体在力的方向上通过的距离；铁锁来回摆动的过程中，没有在拉力的方向上通过距离，所以绳子对铁锁的拉力一直不做功，故A正确； B．摆动过程中，铁锁的速度大小和运动方向会发生变化，其运动状态一定发生变化，故B正确； C．铁锁从最高处向下摆动过程中，质量不变，高度变小，重力势能减少；质量不变，速度变大，动能增大，故C错误； D．铁锁自由摆动的过程中，铁锁上升的最大高度逐渐降低，说明受到阻力作用，所以机械能最终会转化为铁锁和空气的内能，即机械能不守恒，但总的能量保持不变，故D正确。 故选：ABD。,https://k12static.xdf.cn/k12/image/externalized/84264c64-4b39-45a1-a91c-6c6ce9b8377d.png,https://k12static.xdf.cn/k12/image/externalized/91701c71-66c7-4730-85d1-84fdc93635be.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
2627226997680607232,基础题,基础题,基础题,保留原GPT裁定,高,基础题,基础题,题干、解析与结构证据支持基础题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=简单因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,关于热值、内能和热量，下列说法中正确的是（ ）,A. 物体内能增大，一定从外界吸收了热量 B. 同一物体，温度越高内能越大 C. 燃料燃烧时，它的热值越来越小 D. 燃料燃烧得越充分，它的热值越大,解：A、物体内能增大，可能吸收了热量，也可能对物体做了功，故A错误； B、同一物体，温度越高内能越大，说法正确； C、D、热值与物质的种类和状态有关，与其它因素无关，故CD错误。 故选：B。,https://k12static.xdf.cn/k12/image/externalized/4e79ef3c-23c6-47f7-b57d-c138418fb7c6.png,https://k12static.xdf.cn/k12/image/externalized/72ef82e6-1cd1-458c-be70-ca13d0712bc1.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
2629570563668725760,基础题,基础题,基础题,保留原GPT裁定,高,基础题,基础题,题干、解析与结构证据支持基础题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=简单因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,刷脸支付是基于人工智能、机器视觉、3D传感、大数据等技术实现的新型支付方式，在刷脸支付过程中需要使用到摄像头进行拍摄，下列说法正确的是（ ）,A. 摄像头成像原理与投影仪相同 B. 人到镜头距离小于镜头两倍焦距 C. 所成的像是缩小的像 D. 当人往镜头靠近时，成的像变小,解：摄像头相当于一个凸透镜，光通过摄像头成倒立、缩小的实像，与照相机的成像特点相同；当u＞2f时，成倒立、缩小的实像，所以，“刷脸”时，面部应位于摄像头两倍焦距之外；当被拍摄的人靠近摄像头时，物距减小了，像距变大，人经摄像头所成的像会变大，故C正确。 故选：C。,https://k12static.xdf.cn/k12/image/externalized/290e7473-4a86-4592-9218-797f41b7a94c.png,https://k12static.xdf.cn/k12/image/externalized/5139e91d-a398-46ff-9d1c-6228c613e2fd.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
2630845697227583488,中等题,中等题,中等题,保留原GPT裁定,高,中等题,中等题,题干、解析与结构证据支持中等题：step=3-5步，题型=概念判断，状态=连续变化或临界状态，约束=单一约束，推理=多层因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,小蕊利用可绕O点转动的轻质杠杆提升重物，将重物悬挂在固定点B处，如图所示。她在A点施加一个始终垂直于杠杆的力，在将杠杆末端从A位置缓慢转动到A'位置的过程中，力F的大小变化是（ ）,A. 变大 B. 变小 C. 先变大，后变小 D. 先变小，后变大,解：将重物从A位置缓慢提升到B位置，如图所示， 动力F方向始终垂直于杠杆，所以动力臂长度为杠杆的长且大小不变； 当杠杆在水平位置时，阻力的力臂最大、且阻力大小不变（等于物重），根据杠杆平衡条件F1L1=F2L2可知，此时动力最大，所以杠杆转动的过程中动力先变大、后变小。 故选：C。,https://k12static.xdf.cn/k12/image/externalized/c8b794b4-3fd1-4cd3-8353-28b05e449706.png,https://k12static.xdf.cn/k12/image/externalized/a9fc4a36-b49c-4c33-a074-4e4bc1498b2a.png,3-5步,概念判断,连续变化或临界状态,单一约束,无,无,多层因果推理
2634308278504755200,中等题,中等题,中等题,保留原GPT裁定,高,中等题,中等题,题干、解析与结构证据支持中等题：step=3-5步，题型=概念判断，状态=单状态，约束=无约束，推理=多层因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,使用托盘天平测量物体质量的时候，可能造成测量结果偏大的是（ ）,A. 测量前，指针稍偏向分度盘的左边 B. 测量时，使用已磨损的砝码 C. 装有物体的盘上粘有一小块泥（调平时就有，未发现） D. 测量时，向右调动过平衡螺母,"解： A、测量前指针偏向刻度的左边，说明测量前左盘比右盘重，在测量时，若想使得天平平衡，应该加更多的砝码，将造成测量结果偏大；故A正确； B、磨损的砝码的实际质量要小于其上面标注的质量，如一个标有50g的砝码的实际质量可能是49g,而读数时仍按50g读取，这样会造成测量结果变大，故B正确； C、盘上粘有一小块泥，因在调平衡时就有，天平既然已平衡，使用时就不会造成结果变化，即所测值准确；故C错误； D、测量时平衡螺母向右移动一点，相当于在右盘加了一个小物体，若想使得天平平衡，应该加较少的砝码，将造成测量结果偏小；故D错误； 故选：AB。",https://k12static.xdf.cn/k12/image/externalized/ba928537-fc78-4265-951c-93246b6b3c98.png,https://k12static.xdf.cn/k12/image/externalized/5fc42005-ea2a-48ff-abe0-e48fe1643794.png,3-5步,概念判断,单状态,无约束,无,无,多层因果推理
2635292210470080512,中等题,中等题,中等题,保留原GPT裁定,高,中等题,中等题,题干、解析与结构证据支持中等题：step=3-5步，题型=概念判断，状态=单状态，约束=无约束，推理=多层因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,在做“探究凸透镜成像的规律”实验时，小海记录并描绘出了像距随物距变化关系的图线，如图所示。图线中a、b、c三点所对应的蜡烛在光具座上的位置分别为A、B、C。下列说法正确的是（ ）,A. 该凸透镜的焦距为20cm B. 蜡烛处于AB间某一位置时，光屏上成倒立缩小的实像 C. 蜡烛处于BC间某一位置时，光屏上成倒立放大的实像 D. 将蜡烛从C移动到B的过程中，光屏上所成的像逐渐变大,"解：A、图中u=v=20cm时成像，说明u=2f=20cm,则f=10cm,故A错误； B、蜡烛处于AB间某一位置时，f＜u＜2f,成倒立放大的实像，故B错误； C、蜡烛处于BC间某一位置时，u＞2f,成倒立缩小的实像，故C错误； D、将蜡烛从C移动到B的过程中，u变小，v变大，所成像逐渐变大，故D正确。 故选：D。",https://k12static.xdf.cn/k12/image/externalized/24bd9d63-d7cd-4fcf-9d8b-6cc17dea5234.png,https://k12static.xdf.cn/k12/image/externalized/8a9815a8-dcb5-483e-b2f5-e8996c2484b0.png,3-5步,概念判断,单状态,无约束,无,图像反推或外推,多层因果推理
2654284791653445632,基础题,基础题,基础题,保留原GPT裁定,高,基础题,基础题,题干、解析与结构证据支持基础题：step=1-2步，题型=力学综合，状态=单状态，约束=单一约束，推理=简单因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,把质量相等的A、B两物体挂在如图滑轮组下面，不计绳子、滑轮的重力和摩擦，放手后（ ）,A. A上升 B. A下降 C. A、B均静止 D. 无法判断,解：B所在的滑轮为动滑轮，动滑轮省一半的力，A所在的滑轮为定滑轮，定滑轮不省力；A与B质量相等，重力相等，将B拉起只需A重力的一半即可，所以A下降，B上升。 故选：B。,https://k12static.xdf.cn/k12/image/externalized/fc68612f-ab43-42dd-ab2b-8bc084c77be8.png,https://k12static.xdf.cn/k12/image/externalized/842a4f15-b86a-4758-b708-4c07ffc0726e.png,1-2步,力学综合,单状态,单一约束,无,无,简单因果推理
2660185943896580096,基础题,基础题,基础题,保留原GPT裁定,高,基础题,基础题,题干、解析与结构证据支持基础题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=简单因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,关于光的传播过程，下列说法中正确的是（ ）,A. 光的传播方向不变 B. 光在真空中的传播速度是3×105km/s C. 光在同种均匀介质中沿直线传播 D. 光在水中的速度与在空气中的速度不同,"解：A、光从一种透明介质斜射入另一种透明介质时，光的传播方向一定改变；光从一种介质垂直射入另一种介质时，传播方向不改变，故A错误； B、光在真空中的传播速度最大，为3×108m/s,即3×105km/s,故B正确； C、在同种均匀介质中，光是沿直线传播的，故C正确； D、光在水中的传播速度为空气中传播速度的$\frac{3}{4}$，即光在水中的速度与在空气中的速度不同，故D正确。 故选：BCD。",https://k12static.xdf.cn/k12/image/externalized/549da292-df96-4a7f-a5ff-9959e0c3bc53.png,https://k12static.xdf.cn/k12/image/externalized/48b1afa1-78e0-4006-825d-b7d8ef2b61f4.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
2665923142632894464,基础题,基础题,基础题,保留原GPT裁定,高,基础题,基础题,题干、解析与结构证据支持基础题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=简单因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,把物体放在离凸透镜30cm处时，在透镜的另一侧光屏上，得到物体倒立、缩小的实像，这个透镜的焦距可能是（ ）,A. 10 cm B. 20 cm C. 25 cm D. 30 cm,"解：物体距凸透镜30cm时，在光屏上能得到物体倒立、缩小的实像，说明物距大于二倍焦距，即30cm＞2f,f＜15cm。 故选：A。",https://k12static.xdf.cn/k12/image/externalized/e2b9a20e-f21b-47a0-afa5-e8faecb9a15d.png,https://k12static.xdf.cn/k12/image/externalized/4d4105f2-80ca-45d7-8f6d-1d0f020e18ca.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
2670251820723011584,中等题,中等题,中等题,保留原GPT裁定,高,中等题,中等题,题干、解析与结构证据支持中等题：step=3-5步，题型=概念判断，状态=双状态，约束=无约束，推理=多层因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,在测量纸锥下落速度的实验中，小明用每隔相等时间拍照一次的相机，拍得如图所示的照片，这种相机说明书上的描述如下：“…每秒拍照4次，像成在同一底片上…”。下列说法正确的是（ ）,A. 纸锥从E到F下落的速度是0.8m/s B. 纸锥运动的时间tAB＜tCD C. 纸锥从A到F下落的速度一直变大 D. 若换成锥角更小的纸锥，从相同的高度下落，其平均速度减小,"解：B、根据题意可知，照相机每秒拍照4次，则相邻的两个位置之间的时间是相同的，即tAB=tCD；故B错误； C、相邻的两个位置之间的时间，由图可知，从A到D纸锥下落的过程中，相邻两个位置之间的高度变大，根据v=$\frac{s}{t}$可知，速度越来越大；DE和EF的路程相同，故DF段做匀速运动，故C错误； A、由图可知，刻度尺的分度值为1cm；E到F的路程为：100.0cm-80.0cm=20.0cm=0.200m； 照相机每秒拍照4次，则EF之间的时间为t=0.25s； 纸锥下落的速度是：v=$\frac{s}{t}$=$\frac{0.2m}{0.25s}$=0.8m/s,故A正确； D、若减小纸锥的锥角，空气阻力减小，所以从相同的高度下落，平均速度将会增大。故D错误。 故选：A。",https://k12static.xdf.cn/k12/image/externalized/bad36dec-9434-42e3-8012-19c38cd316f5.png,https://k12static.xdf.cn/k12/image/externalized/75c3ff13-586d-4868-9ef0-1e55dd18e9f9.png,3-5步,概念判断,双状态,无约束,无,直接读数,多层因果推理
2676009100826382336,基础题,基础题,基础题,保留原GPT裁定,高,基础题,基础题,题干、解析与结构证据支持基础题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=简单因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,2023年3月16日，甘肃玉门抽水蓄能电站正式开工建设。该电站可以利用风能和太阳能资源充足时发电获得的部分电能，将水抽到高处转化为水的机械能储存起来，需要时再利用高处水的重力势能发电，从而弥补了风能、太阳能不稳定且转化的电能难储存的不足，实现了能量的互补，堪称电力系统的巨型“充电宝”。下列说法正确的是（ ）,A. 风能、太阳能和核能都是可再生能源 B. 电站抽水蓄能时将电能转化为机械能 C. 高处的水发电时将风能转化为电能 D. 利用太阳能发电是将化学能转化为电能,解：A、风能、太阳能都是可再生能源，核能是不可再生能源，故A错误； B、电站抽水蓄能时消耗了电能，水被抽到高处，水的机械能增大，这一过程中电能转化为机械能，故B正确； C、高处的水发电时流动的水推动发电机工作，获得的是电能，消耗的是水的动能，这一过程中机械能转化为电能，故C错误； D、太阳能发电是将太阳能转化为电能，故D错误。 故选：B。,https://k12static.xdf.cn/k12/image/externalized/de895d3c-d0d2-48a0-b4e9-90965e46f84e.png,https://k12static.xdf.cn/k12/image/externalized/a80ebdc1-4ca4-4e3d-9d76-5f59dad482d4.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
2677632769440202752,中等题,中等题,中等题,逐题复核后保留GPT裁定,高,中等题,中等题,需要围绕力学模型、运动/受力与能量关系完成常规的3—4个有效决策，或完成一套完整标准实验/共享过程分析。关系仍显性、方法常规，没有决定性隐含转换、复杂边界筛选或多状态强耦合。,三次运行错题并集逐题复核,"第一次测定铸铁里的声速是在巴黎。具体的方法是：将铸铁自来水管中的水放尽，然后在管的一端敲一下，在管的另一端听到了两次响声，测得两次相声相隔2.5s,已知铸铁管长913m,空气中的声速是340m/s,求声在铸铁中的传播速度。",,"解：∵管长s=913m,空气中的声速是v声=340m/s,两次声响相隔时间t=2.5s, ∴$\frac{s}{{v}_{空气}}$-$\frac{s}{{v}_{铁}}$=t, 即：$\frac{913m}{340m/s}$-$\frac{913m}{{v}_{铁}}$=2.5s, 解得：v铁≈4935.1m/s。 答：声在铸铁中的传播速度约为4935.1m/s。",https://k12static.xdf.cn/k12/image/externalized/c3e41a66-f413-4bfb-b63f-d4b1d6278b99.png,https://k12static.xdf.cn/k12/image/externalized/6e0edfdf-0abf-4cc9-a862-e6fe15b80f4e.png,1-2步,力学综合,单状态,单一约束,无,无,简单因果推理
2693227725309968384,基础题,基础题,基础题,保留原GPT裁定,高,基础题,基础题,题干、解析与结构证据支持基础题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=简单因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,下面四个光通过透镜的光路图中正确的是（ ）,,解： A、对于凹透镜，过光心的光线其传播方向不变，故A错误； B、对于凸透镜，平行于主光轴的光线经凸透镜折射后折射光线通过焦点，故B错误； C、对于凸透镜，入射光线不属于凸透镜的三条特殊光线，两条光线经凸透镜折射后变得会聚一些，故C正确； D、对于凹透镜，平行于主光轴的入射光线经凹透镜折射后折射光线反向延长通过虚焦点，故D错误。 故选：C。,https://k12static.xdf.cn/k12/image/externalized/a82ac82d-e2cd-41d6-948b-72e46f95b1a3.png,https://k12static.xdf.cn/k12/image/externalized/ce485f9d-f52f-4898-826b-c5d6665bedfc.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
2696329697105305600,拔高题,拔高题,拔高题,保留原GPT裁定,高,拔高题,拔高题,题干、解析与结构证据支持拔高题：step=3-5步，题型=力学综合，状态=多状态，约束=单一约束，推理=多层因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,一根质量为m、长为L的均匀链条一半放在粗糙的水平桌面上，另一半挂在桌边，如图中（a）所示，此时链条的重心为C1．若在链条两端各挂一个质量为$\frac{m}{2}$的小球，如图中（b）所示，此时链条的重心为C2．若在链条两端和中央各挂一个质量为$\frac{m}{2}$的小球，如图中（c）所示，此时链条的重心为C3（C1、C2、C3在图中均未标出）。比较三个重心的高度h1、h2和h3的关系（ ）,A. h1=h2=h3 B. h1＜h2＜h3 C. h1＞h2＞h3 D. h1＞h3＞h2,解：分别研究桌面以上部分和桌面以下部分，则可得出两部分的重心；连接两点，则连线与角平分线的交点即为重心，如图所示； 则可得出h1＞h3＞h2； 故选：D。,https://k12static.xdf.cn/k12/image/externalized/181dff08-b141-44a7-ab91-ca5d4c63c553.png,https://k12static.xdf.cn/k12/image/externalized/214c2877-b8b8-4755-a164-0c6da0366f35.png,3-5步,力学综合,多状态,单一约束,无,无,多层因果推理
2697813475042275328,中等题,中等题,中等题,保留原GPT裁定,高,中等题,中等题,题干、解析与结构证据支持中等题：step=3-5步，题型=光学声学综合，状态=单状态，约束=无约束，推理=多层因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,同学在“探究凸透镜成像规律”的实验中，记录并绘制了物体到凸透镜的距离u跟像到凸透镜的距离v之间关系的图像，如图下列判断正确的是（ ）,A. 该凸透镜的焦距是20cm B. 当u=15cm时，在光屏上能得到一个缩小的像 C. 当u=25cm时成放大的像，投影仪就是根据这一原理制成的 D. 把物体从距凸透镜8cm处移动到4cm处的过程中，像逐渐变小,"解：A、如图，u=v时凸透镜成倒立等大的实像，u=v=2f=20cm,所以凸透镜的焦距是f=10cm,故A错误； B、凸透镜的焦距是f=10cm,当u=15cm时，2f＞u＞f,成倒立、放大的实像，故B错误； C、凸透镜的焦距是f=10cm,当u=25cm时，u＞2f,成倒立、缩小的实像，应用于照相机，故C错误； D、把物体从距凸透镜8cm处移动到4cm处，此时物距一直小于焦距，成正立放大的虚像，成虚像时，物距减小，像距变小，像变小，所以物体从距凸透镜8cm处移动到4cm处，像一直在减小，故D正确。 故选：D。",https://k12static.xdf.cn/k12/image/externalized/f781f3ac-ffd1-45e8-9327-90cd4c638248.png,https://k12static.xdf.cn/k12/image/externalized/243f40f9-f851-41e0-95bd-9e2c02b3f010.png,3-5步,光学声学综合,单状态,无约束,无,图像反推或外推,多层因果推理
2697814890686984192,中等题,中等题,中等题,逐题复核后保留GPT裁定,高,中等题,中等题,存在约3—4步常规连续分析、共享过程或完整标准实验任务，关系仍显性。 题目证据：本题围绕凸透镜两种成像情景，要求逐项判断虚实、物距范围、应用场景和动态变化规律，最高难选项实际有效推理约3步。五维中知识量为2-3个关联知识点，过程为双状态对比，思维层次达到常规分析，情境为教材经典变式。需要围绕同一凸透镜成像规律辨析两个状态的不同结论，属于常规分析。,三次运行错题并集逐题复核,小明用凸透镜先后两次观察书本上的字，看到如图所示的两种情景。以下说法中正确的是（ ）,A. 甲图中成的是实像；乙图中成的是虚像 B. 甲图中书本在凸透镜2倍焦距以外；乙图中书本在凸透镜1倍焦距以内 C. 甲图中成像规律可应用于投影仪；乙图中成像规律可应用于照相机 D. 甲图中凸透镜靠近书本，所成的像变小；乙图中凸透镜远离书本，所成的像也变小,解：A、实像都是倒立的，虚像都是正立的，应该是甲图中成的是虚像；乙图中成的是实像，故A错误； B、甲图成正立放大的虚像，物距小于焦距；乙图成倒立放大的实像，物距大于一倍焦距小于二倍焦距，故B错误； C、甲图中成像规律可应用于放大镜；乙图中成像规律可应用于投影仪，故C错误； D、甲图成虚像，物距变小，像变小；乙图成实像，物距变大，凸透镜远离书本，像变小，故D正确。 故选：D。,https://k12static.xdf.cn/k12/image/externalized/6b9ce5cc-9bac-4d40-80e3-152f8153e619.png,https://k12static.xdf.cn/k12/image/externalized/e8236b3a-6a2c-4ff8-877d-19add64a22cc.png,3-5步,概念判断,双状态,无约束,无,无,多层因果推理
2704086365291438080,中等题,中等题,中等题,保留原GPT裁定,高,中等题,中等题,题干、解析与结构证据支持中等题：step=3-5步，题型=概念判断，状态=双状态，约束=单一约束，推理=多层因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,两个相同的容器分别装有甲、乙两种液体。用同一热源分别加热，液体温度与加热时间关系如图所示，则（ ）,A. 若甲、乙两种液体的质量相同，则甲的比热容大于乙的比热容 B. 若甲、乙为同种液体，则乙液体的质量较大 C. 若甲、乙两种液体的质量相同，加热相同的时间，甲液体吸收的热量多 D. 若甲、乙为同种液体，则液体的温度变化与它们的质量成反比,解： A、由公式Q吸=cmΔt变形得：c=$\frac{{Q}_{吸}}{m\Delta t}$，由图象可知，质量和吸收的热量都相同的甲、乙两种液体，甲液体升高的温度高，所以甲比乙液体的比热容小，故A错误； B、由公式Q吸=cmΔt变形得：m=$\frac{{Q}_{吸}}{c\Delta t}$，若甲、乙为同种液体，则甲、乙的比热容相同，由图象可知，吸收相同热量时，甲液体升高的温高，所以甲比乙液体的质量小，故B正确； C、由题意知，同一热源分别加热，加热相同的时间，甲与乙液体吸收的热量相同，故C错误； D、由公式Q吸=cmΔt变形得：Δt=$\frac{{Q}_{吸}}{cm}$可知，若甲、乙为同种液体，则液体的温度变化与它们的质量成反比，故D正确。 故选：BD。,https://k12static.xdf.cn/k12/image/externalized/bea1bf48-0524-44ce-8b9c-91aa5f54863a.png,https://k12static.xdf.cn/k12/image/externalized/48f7d374-aa27-4911-bd66-a98f6a8ce5e4.png,3-5步,概念判断,双状态,单一约束,无,多组比较归纳,多层因果推理
