题目ID,最终裁定档,裁定置信度,教师标准档,裁定结果,裁定方式,具体裁定原因,教师分析疑点
3665218918933405696,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3670212136582877184,压轴题,高,压轴题,一致,保留教师标,保留原标。最长有效链为6-8步、题型为跨模块综合、涉及连续变化或临界状态、含单一约束、图表要求达到“图像反推或外推”、推理为多层因果推理，与压轴题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2285154440637620224,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为实验探究、涉及双状态、含单一约束、实验要求达到“控制变量或故障分析”、图表要求达到“多组比较归纳”、推理为逆向推理或临界分析，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3650594574098083840,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为电路综合、含单一约束、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2808120035726917632,基础题,中,中等题,中等题→基础题,改低,原标偏高。最长有效链为1-2步、题型为概念判断、推理为简单因果推理；未出现决定性反推、隐含模型、联合约束或约5—6步迁移链，裁定为基础题。 复核证据：各独立判断分裂，先取五方中位档；低结构概念题按基础封顶。,
3659089342918311936,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、涉及双状态、含单一约束、推理为简单因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2630845697227583488,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、涉及连续变化或临界状态、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2425089161972948992,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3095023796192043008,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为力学综合、涉及双状态、含单一约束、图表要求达到“直接读数”、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2421003259392614400,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、涉及多状态、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3673099762009743360,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为实验探究、含单一约束、实验要求达到“控制变量或故障分析”、推理为多层因果推理，与中等题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
3678642560535994368,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为6-8步、题型为力学综合、涉及双状态、含单一约束、推理为逆向推理或临界分析，与拔高题边界一致。 复核证据：独立盲评与三次模型中有3/4支持拔高题。,
2839993946345680896,拔高题,中,压轴题,压轴题→拔高题,改低,原标偏高。最长有效链为3-5步、题型为电路综合、涉及双状态、含单一约束、图表要求达到“图像反推或外推”、推理为多层因果推理；未出现，裁定为拔高题。 复核证据：独立盲评与三次模型中有3/4支持中等题；缺少四方一致或明确矛盾，裁定限制为相邻档调整。,
2792401777941385216,送分题,高,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与送分题边界一致。 复核证据：独立盲评与三次模型中有4/4支持基础题；题目仅调用一个唯一熟悉模板，教师送分可接受。,
2883161239111114752,送分题,中,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与送分题边界一致。 复核证据：独立盲评与三次模型中有3/4支持基础题；题目仅调用一个唯一熟悉模板，教师送分可接受。,
3659087265429209088,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为跨模块综合、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2735458921792704512,送分题,高,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与送分题边界一致。 复核证据：独立盲评与三次模型中有4/4支持基础题；题目仅调用一个唯一熟悉模板，教师送分可接受。,
2758493866488086528,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2233712430430334976,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、涉及双状态、实验要求达到“控制变量或故障分析”、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2821183817673183232,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为力学综合、涉及双状态、含单一约束、图表要求达到“图像反推或外推”、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3665218911770034176,基础题,高,中等题,中等题→基础题,改低,原标偏高。最长有效链为1-2步、题型为概念判断、图表要求达到“直接读数”、推理为简单因果推理；未出现决定性反推、隐含模型、联合约束或约5—6步迁移链，裁定为基础题。 复核证据：独立盲评与三次模型中有3/4支持基础题。,
3038782766907494400,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2532548027423412224,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为电路综合、含单一约束、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3121150375144017920,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为直接套用，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2758493016452251648,送分题,高,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与送分题边界一致。 复核证据：独立盲评与三次模型中有4/4支持基础题；题目仅调用一个唯一熟悉模板，教师送分可接受。,
2720896949409845248,送分题,高,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与送分题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2326452803799965696,中等题,高,基础题,基础题→中等题,人工复核,需识别圆柱出水与变截面容器导致液面下降速率变化并匹配非线性图像，明显高于基础但未到拔高。 教师分析疑点：教师分析称无运算，但官方解析包含计算或公式。,教师分析称无运算，但官方解析包含计算或公式
2766342282730651648,拔高题,高,中等题,中等题→拔高题,人工复核,需构造等浮力替代、推导质量和密度表达式并评价精度，存在决定性实验模型转换。,
3123955526269939712,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为跨模块综合、涉及双状态、含单一约束、图表要求达到“直接读数”、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2697813475042275328,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为光学声学综合、图表要求达到“图像反推或外推”、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2720765260804419584,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、涉及连续变化或临界状态、推理为多层因果推理，与中等题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
2804244422915010560,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2883203800492986368,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、涉及双状态、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。 教师分析疑点：教师分析称无运算，但官方解析包含计算或公式。,教师分析称无运算，但官方解析包含计算或公式
2141409591757189120,中等题,高,基础题,基础题→中等题,改高,原标偏低。最长有效链为3-5步、题型为实验探究、实验要求达到“基础操作或读数”、推理为多层因果推理；实际任务已超过基础题所允许的直接识别/显性应用范围，裁定为中等题。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
2819331427784491008,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为力学综合、含单一约束、推理为多层因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3065971281180602368,基础题,中,送分题,送分题→基础题,改高,原标偏低。最长有效链为1-2步、题型为概念判断、推理为简单因果推理；实际任务已超过送分题所允许的直接识别/显性应用范围，裁定为基础题。 复核证据：各独立判断分裂，先取五方中位档；低结构概念题按基础封顶。,
2774631580162850816,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为热学综合、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2829543923879813120,基础题,中,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为实验探究、实验要求达到“基础操作或读数”、推理为直接套用，与基础题边界一致。 复核证据：各独立判断分裂，先取五方中位档。,
3659088539071561728,送分题,高,基础题,基础题→送分题,改低,原标偏高。最长有效链为1-2步、题型为概念判断、推理为直接套用；未出现新的状态建立、数据归纳或连续模型转换，裁定为送分题。 复核证据：独立盲评与三次模型中有3/4支持送分题。,
2518191378149720064,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、涉及多状态、含单一约束、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2783308924086685696,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为实验探究、含单一约束、实验要求达到“控制变量或故障分析”、图表要求达到“直接读数”、推理为多层因果推理，与中等题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
3677156677559853056,拔高题,中,压轴题,压轴题→拔高题,改低,原标偏高。最长有效链为3-5步、题型为力学综合、涉及双状态、含单一约束、推理为多层因果推理；未出现，裁定为拔高题。 复核证据：独立盲评与三次模型中有3/4支持中等题；缺少四方一致或明确矛盾，裁定限制为相邻档调整。,
2712011108298272768,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3659088608210468864,送分题,高,基础题,基础题→送分题,改低,原标偏高。最长有效链为1-2步、题型为概念判断、推理为直接套用；未出现新的状态建立、数据归纳或连续模型转换，裁定为送分题。 复核证据：独立盲评与三次模型中有3/4支持送分题。,
3659088718118010880,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为力学综合、涉及双状态、含单一约束、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2745727504761790464,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为跨模块综合、推理为简单因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2533842913537921024,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2581937123458592768,中等题,中,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、图表要求达到“多组比较归纳”、推理为多层因果推理，与中等题边界一致。 复核证据：各独立判断分裂，先取五方中位档。,
2750358595457007616,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为电路综合、涉及双状态、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2289188810121846784,送分题,高,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与送分题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2464206706517221376,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3659087230230609920,基础题,高,中等题,中等题→基础题,改低,原标偏高。最长有效链为1-2步、题型为概念判断、推理为简单因果推理；未出现决定性反推、隐含模型、联合约束或约5—6步迁移链，裁定为基础题。 复核证据：独立盲评与三次模型中有3/4支持基础题。,
2577602805252796416,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：独立盲评与三次模型中有3/4支持基础题。,
3650563363094482944,拔高题,高,中等题,中等题→拔高题,人工复核,完整伏安法实验还需反推变阻器规格、处理故障与构造电路，超过标准中等实验。,
2139834545681850370,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2274588124067168256,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：独立盲评与三次模型中有3/4支持基础题。,
2604092909603258368,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为实验探究、实验要求达到“控制变量或故障分析”、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2290577834254311424,送分题,高,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与送分题边界一致。 复核证据：独立盲评与三次模型中有4/4支持基础题；题目仅调用一个唯一熟悉模板，教师送分可接受。,
2704086365291438080,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、涉及双状态、含单一约束、图表要求达到“多组比较归纳”、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3659091264731627520,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为电路综合、涉及双状态、含单一约束、图表要求达到“直接读数”、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2664440590692028416,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为电路综合、涉及双状态、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
2490549689147248640,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3650594278298988544,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为直接套用，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2668775184581627904,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。 教师分析疑点：教师分析称无运算，但官方解析包含计算或公式。,教师分析称无运算，但官方解析包含计算或公式
3052120354813972480,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、涉及双状态、含单一约束、实验要求达到“控制变量或故障分析”、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2295055909460992000,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为电学综合、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2222429182004248576,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2735484206199693312,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：独立盲评与三次模型中有3/4支持基础题。,
2244159436596621312,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：独立盲评与三次模型中有3/4支持基础题。,
3349161504567513088,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：独立盲评与三次模型中有3/4支持基础题。,
2313766770979164160,基础题,高,送分题,送分题→基础题,改高,原标偏低。最长有效链为1-2步、题型为概念判断、实验要求达到“控制变量或故障分析”、推理为简单因果推理；实际任务已超过送分题所允许的直接识别/显性应用范围，裁定为基础题。 复核证据：独立盲评与三次模型中有4/4支持基础题。 教师分析疑点：教师分析称无运算，但官方解析包含计算或公式。,教师分析称无运算，但官方解析包含计算或公式
2605578676435210240,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2768911891281055744,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为实验探究、实验要求达到“控制变量或故障分析”、图表要求达到“多组比较归纳”、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2852631385741746176,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为图像表格分析、含单一约束、图表要求达到“直接读数”、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2612898803306299392,中等题,高,中等题,一致,人工复核,材料要求区分内外光电效应、阈频、光敏电阻和光伏转换，信息提取较多但主要依据材料直接作答，按中等裁定。,
2601086076485197824,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、实验要求达到“控制变量或故障分析”、推理为多层因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3228435405652975616,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、涉及双状态、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。 教师分析疑点：教师分析称无运算，但官方解析包含计算或公式。,教师分析称无运算，但官方解析包含计算或公式
2896689358287679488,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2777510087780057088,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为实验探究、实验要求达到“控制变量或故障分析”、推理为多层因果推理，与中等题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
3676898461470445568,中等题,高,中等题,一致,人工复核,盾构机多问虽情境新颖，但各问主要为压强、连通器和函数直接应用；我原判压轴过高。,
3640436751460556800,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为实验探究、实验要求达到“控制变量或故障分析”、图表要求达到“多组比较归纳”、推理为多层因果推理，与中等题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
3659089303273750528,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3673861217903460352,拔高题,高,压轴题,压轴题→拔高题,改低,原标偏高。最长有效链为6-8步、题型为力学综合、涉及双状态、含多约束、推理为逆向推理或临界分析；未出现，裁定为拔高题。 复核证据：独立盲评与三次模型中有4/4支持拔高题。,
2880427005768904704,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2496144280112119808,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2426820619775299584,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为力学综合、涉及双状态、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
3659087185250893824,送分题,高,基础题,基础题→送分题,改低,原标偏高。最长有效链为1-2步、题型为概念判断、推理为直接套用；未出现新的状态建立、数据归纳或连续模型转换，裁定为送分题。 复核证据：独立盲评与三次模型中有4/4支持送分题。,
2535518204890275840,基础题,高,中等题,中等题→基础题,改低,原标偏高。最长有效链为1-2步、题型为概念判断、推理为简单因果推理；未出现决定性反推、隐含模型、联合约束或约5—6步迁移链，裁定为基础题。 复核证据：独立盲评与三次模型中有3/4支持基础题。,
2660188946844631040,中等题,高,基础题,基础题→中等题,改高,原标偏低。最长有效链为3-5步、题型为光学声学综合、推理为多层因果推理；实际任务已超过基础题所允许的直接识别/显性应用范围，裁定为中等题。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
3650595126947151872,基础题,中,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为直接套用，与基础题边界一致。 复核证据：各独立判断分裂，先取五方中位档；低结构概念题按基础封顶。,
2749962320517652480,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为实验探究、实验要求达到“控制变量或故障分析”、图表要求达到“直接读数”、推理为多层因果推理，与中等题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
3650565390690746368,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为实验探究、含单一约束、实验要求达到“控制变量或故障分析”、图表要求达到“多组比较归纳”、推理为多层因果推理，与中等题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
2829564255228760064,基础题,高,送分题,送分题→基础题,改高,原标偏低。最长有效链为1-2步、题型为概念判断、推理为简单因果推理；实际任务已超过送分题所允许的直接识别/显性应用范围，裁定为基础题。 复核证据：独立盲评与三次模型中有4/4支持基础题。 教师分析疑点：教师分析称单一知识点，但实际包含多个独立判断任务。,教师分析称单一知识点，但实际包含多个独立判断任务
2954123105349218304,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为实验探究、实验要求达到“控制变量或故障分析”、推理为多层因果推理，与中等题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
2613170429018005504,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为光学声学综合、涉及多状态、含单一约束、实验要求达到“控制变量或故障分析”、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2291660568047140864,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3659087202128773120,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3650594178713079808,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3644805214625095680,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为电路综合、涉及双状态、含单一约束、图表要求达到“直接读数”、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2839228721686966272,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为力学综合、涉及多状态、含单一约束、图表要求达到“多组比较归纳”、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2538975915798212608,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为电路综合、涉及双状态、含单一约束、图表要求达到“直接读数”、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2750152976583188480,中等题,高,基础题,基础题→中等题,改高,原标偏低。最长有效链为3-5步、题型为电路综合、含单一约束、推理为多层因果推理；实际任务已超过基础题所允许的直接识别/显性应用范围，裁定为中等题。 复核证据：独立盲评与三次模型中有4/4支持中等题。,
2996423523102642176,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
